run_id,model,toolset_size,retrieval,invocation,repetition,query_id,query_type,axis,expected,lure,predicted,n_exposed,retrieval_hit,correct,hallucinated,invented_tool,lure_hit,parse_error,prompt_tokens,completion_tokens,total_tokens,latency_s,stage1_prompt_tokens,stage1_completion_tokens,stage1_latency_s,error,timestamp
deepseek-v4-flash|10|full|native|d11|r2,deepseek-v4-flash,10,full,native,2,d11,direct,exposicao,create_group,,create_group,10,1,1,0,0,0,0,948,69,1017,0.7885,0,0,0.0,,2026-08-30T13:23:20
deepseek-v4-flash|10|full|native|d11|r3,deepseek-v4-flash,10,full,native,3,d11,direct,exposicao,create_group,,create_group,10,1,1,0,0,0,0,948,85,1033,0.938,0,0,0.0,,2026-08-30T13:23:21
deepseek-v4-flash|10|full|native|d11|r4,deepseek-v4-flash,10,full,native,4,d11,direct,exposicao,create_group,,create_group,10,1,1,0,0,0,0,948,85,1033,0.9415,0,0,0.0,,2026-08-30T13:23:21
deepseek-v4-flash|10|full|native|d11|r5,deepseek-v4-flash,10,full,native,5,d11,direct,exposicao,create_group,,create_group,10,1,1,0,0,0,0,948,85,1033,0.9562,0,0,0.0,,2026-08-30T13:23:22
deepseek-v4-flash|10|full|native|d12|r1,deepseek-v4-flash,10,full,native,1,d12,direct,exposicao,add_group_member,,add_group_member,10,1,1,0,0,0,0,942,68,1010,0.7813,0,0,0.0,,2026-08-30T13:23:23
deepseek-v4-flash|10|full|native|d12|r2,deepseek-v4-flash,10,full,native,2,d12,direct,exposicao,add_group_member,,add_group_member,10,1,1,0,0,0,0,942,68,1010,0.7788,0,0,0.0,,2026-08-30T13:23:24
deepseek-v4-flash|10|full|native|d12|r3,deepseek-v4-flash,10,full,native,3,d12,direct,exposicao,add_group_member,,add_group_member,10,1,1,0,0,0,0,942,68,1010,0.7853,0,0,0.0,,2026-08-30T13:23:25
deepseek-v4-flash|10|full|native|d12|r4,deepseek-v4-flash,10,full,native,4,d12,direct,exposicao,add_group_member,,add_group_member,10,1,1,0,0,0,0,942,68,1010,0.7602,0,0,0.0,,2026-08-30T13:23:26
deepseek-v4-flash|10|full|native|d12|r5,deepseek-v4-flash,10,full,native,5,d12,direct,exposicao,add_group_member,,add_group_member,10,1,1,0,0,0,0,942,68,1010,0.7873,0,0,0.0,,2026-08-30T13:23:26
deepseek-v4-flash|10|full|native|d13|r1,deepseek-v4-flash,10,full,native,1,d13,direct,exposicao,list_group_members,,list_group_members,10,1,1,0,0,0,0,885,49,934,0.6844,0,0,0.0,,2026-08-30T13:23:27
deepseek-v4-flash|10|full|native|d13|r2,deepseek-v4-flash,10,full,native,2,d13,direct,exposicao,list_group_members,,list_group_members,10,1,1,0,0,0,0,885,49,934,0.5793,0,0,0.0,,2026-08-30T13:23:28
deepseek-v4-flash|10|full|native|d13|r3,deepseek-v4-flash,10,full,native,3,d13,direct,exposicao,list_group_members,,list_group_members,10,1,1,0,0,0,0,885,49,934,0.5649,0,0,0.0,,2026-08-30T13:23:29
deepseek-v4-flash|10|full|native|d13|r4,deepseek-v4-flash,10,full,native,4,d13,direct,exposicao,list_group_members,,list_group_members,10,1,1,0,0,0,0,885,49,934,0.5862,0,0,0.0,,2026-08-30T13:23:29
deepseek-v4-flash|10|full|native|d13|r5,deepseek-v4-flash,10,full,native,5,d13,direct,exposicao,list_group_members,,list_group_members,10,1,1,0,0,0,0,885,49,934,0.5783,0,0,0.0,,2026-08-30T13:23:30
deepseek-v4-flash|10|full|native|d14|r1,deepseek-v4-flash,10,full,native,1,d14,direct,exposicao,rename_group,,rename_group,10,1,1,0,0,0,0,887,67,954,0.8727,0,0,0.0,,2026-08-30T13:23:30
deepseek-v4-flash|10|full|native|d14|r2,deepseek-v4-flash,10,full,native,2,d14,direct,exposicao,rename_group,,rename_group,10,1,1,0,0,0,0,887,67,954,0.7638,0,0,0.0,,2026-08-30T13:23:31
deepseek-v4-flash|10|full|native|d14|r3,deepseek-v4-flash,10,full,native,3,d14,direct,exposicao,rename_group,,rename_group,10,1,1,0,0,0,0,887,67,954,0.769,0,0,0.0,,2026-08-30T13:23:32
deepseek-v4-flash|10|full|native|d14|r4,deepseek-v4-flash,10,full,native,4,d14,direct,exposicao,rename_group,,rename_group,10,1,1,0,0,0,0,887,67,954,0.7691,0,0,0.0,,2026-08-30T13:23:33
deepseek-v4-flash|10|full|native|d14|r5,deepseek-v4-flash,10,full,native,5,d14,direct,exposicao,rename_group,,rename_group,10,1,1,0,0,0,0,887,67,954,0.7776,0,0,0.0,,2026-08-30T13:23:33
deepseek-v4-flash|10|full|native|d15|r1,deepseek-v4-flash,10,full,native,1,d15,direct,exposicao,send_notification,,send_notification,10,1,1,0,0,0,0,914,68,982,0.891,0,0,0.0,,2026-08-30T13:23:34
deepseek-v4-flash|10|full|native|d15|r2,deepseek-v4-flash,10,full,native,2,d15,direct,exposicao,send_notification,,send_notification,10,1,1,0,0,0,0,914,68,982,0.7929,0,0,0.0,,2026-08-30T13:23:35
deepseek-v4-flash|10|full|native|d15|r3,deepseek-v4-flash,10,full,native,3,d15,direct,exposicao,send_notification,,send_notification,10,1,1,0,0,0,0,914,68,982,0.7767,0,0,0.0,,2026-08-30T13:23:36
deepseek-v4-flash|10|full|native|d15|r4,deepseek-v4-flash,10,full,native,4,d15,direct,exposicao,send_notification,,send_notification,10,1,1,0,0,0,0,914,68,982,0.7635,0,0,0.0,,2026-08-30T13:23:37
deepseek-v4-flash|10|full|native|d15|r5,deepseek-v4-flash,10,full,native,5,d15,direct,exposicao,send_notification,,send_notification,10,1,1,0,0,0,0,914,68,982,0.7819,0,0,0.0,,2026-08-30T13:23:37
deepseek-v4-flash|10|full|native|d16|r1,deepseek-v4-flash,10,full,native,1,d16,direct,exposicao,schedule_notification,,schedule_notification,10,1,1,0,0,0,0,920,97,1017,1.164,0,0,0.0,,2026-08-30T13:23:38
deepseek-v4-flash|10|full|native|d16|r2,deepseek-v4-flash,10,full,native,2,d16,direct,exposicao,schedule_notification,,schedule_notification,10,1,1,0,0,0,0,920,97,1017,1.0857,0,0,0.0,,2026-08-30T13:23:39
deepseek-v4-flash|10|full|native|d16|r3,deepseek-v4-flash,10,full,native,3,d16,direct,exposicao,schedule_notification,,schedule_notification,10,1,1,0,0,0,0,920,97,1017,1.0801,0,0,0.0,,2026-08-30T13:23:40
deepseek-v4-flash|10|full|native|d16|r4,deepseek-v4-flash,10,full,native,4,d16,direct,exposicao,schedule_notification,,schedule_notification,10,1,1,0,0,0,0,920,97,1017,1.0784,0,0,0.0,,2026-08-30T13:23:42
deepseek-v4-flash|10|full|native|d16|r5,deepseek-v4-flash,10,full,native,5,d16,direct,exposicao,schedule_notification,,schedule_notification,10,1,1,0,0,0,0,920,97,1017,1.0605,0,0,0.0,,2026-08-30T13:23:43
deepseek-v4-flash|10|full|native|a01|r1,deepseek-v4-flash,10,full,native,1,a01,ambiguous,exposicao,send_message|send_message_v2,,send_message,10,1,1,0,0,0,0,888,63,951,0.8431,0,0,0.0,,2026-08-30T13:23:44
deepseek-v4-flash|10|full|native|a01|r2,deepseek-v4-flash,10,full,native,2,a01,ambiguous,exposicao,send_message|send_message_v2,,send_message,10,1,1,0,0,0,0,888,63,951,0.7358,0,0,0.0,,2026-08-30T13:23:45
deepseek-v4-flash|10|full|native|a01|r3,deepseek-v4-flash,10,full,native,3,a01,ambiguous,exposicao,send_message|send_message_v2,,send_message,10,1,1,0,0,0,0,888,63,951,0.7292,0,0,0.0,,2026-08-30T13:23:45
deepseek-v4-flash|10|full|native|a01|r4,deepseek-v4-flash,10,full,native,4,a01,ambiguous,exposicao,send_message|send_message_v2,,send_message,10,1,1,0,0,0,0,888,63,951,0.7201,0,0,0.0,,2026-08-30T13:23:46
deepseek-v4-flash|10|full|native|a01|r5,deepseek-v4-flash,10,full,native,5,a01,ambiguous,exposicao,send_message|send_message_v2,,send_message,10,1,1,0,0,0,0,888,63,951,0.7045,0,0,0.0,,2026-08-30T13:23:47
deepseek-v4-flash|10|full|native|a02|r1,deepseek-v4-flash,10,full,native,1,a02,ambiguous,exposicao,send_message|send_message_v2,,,10,1,0,0,0,0,0,891,88,979,1.0808,0,0,0.0,,2026-08-30T13:23:47
deepseek-v4-flash|10|full|native|a02|r2,deepseek-v4-flash,10,full,native,2,a02,ambiguous,exposicao,send_message|send_message_v2,,,10,1,0,0,0,0,0,891,87,978,0.9797,0,0,0.0,,2026-08-30T13:23:48
deepseek-v4-flash|10|full|native|a02|r3,deepseek-v4-flash,10,full,native,3,a02,ambiguous,exposicao,send_message|send_message_v2,,,10,1,0,0,0,0,0,891,87,978,0.9609,0,0,0.0,,2026-08-30T13:23:49
deepseek-v4-flash|10|full|native|a02|r4,deepseek-v4-flash,10,full,native,4,a02,ambiguous,exposicao,send_message|send_message_v2,,,10,1,0,0,0,0,0,891,88,979,0.9863,0,0,0.0,,2026-08-30T13:23:50
deepseek-v4-flash|10|full|native|a02|r5,deepseek-v4-flash,10,full,native,5,a02,ambiguous,exposicao,send_message|send_message_v2,,,10,1,0,0,0,0,0,891,53,944,0.6174,0,0,0.0,,2026-08-30T13:23:51
deepseek-v4-flash|10|full|native|a03|r1,deepseek-v4-flash,10,full,native,1,a03,ambiguous,exposicao,get_user|get_user_profile,,get_user,10,1,1,0,0,0,0,896,47,943,0.6782,0,0,0.0,,2026-08-30T13:23:52
deepseek-v4-flash|10|full|native|a03|r2,deepseek-v4-flash,10,full,native,2,a03,ambiguous,exposicao,get_user|get_user_profile,,get_user,10,1,1,0,0,0,0,896,47,943,0.5555,0,0,0.0,,2026-08-30T13:23:53
deepseek-v4-flash|10|full|native|a03|r3,deepseek-v4-flash,10,full,native,3,a03,ambiguous,exposicao,get_user|get_user_profile,,get_user,10,1,1,0,0,0,0,896,47,943,0.5698,0,0,0.0,,2026-08-30T13:23:53
deepseek-v4-flash|10|full|native|a03|r4,deepseek-v4-flash,10,full,native,4,a03,ambiguous,exposicao,get_user|get_user_profile,,get_user,10,1,1,0,0,0,0,896,47,943,0.551,0,0,0.0,,2026-08-30T13:23:54
deepseek-v4-flash|10|full|native|a03|r5,deepseek-v4-flash,10,full,native,5,a03,ambiguous,exposicao,get_user|get_user_profile,,get_user,10,1,1,0,0,0,0,896,47,943,0.5682,0,0,0.0,,2026-08-30T13:23:54
deepseek-v4-flash|10|full|native|a04|r1,deepseek-v4-flash,10,full,native,1,a04,ambiguous,exposicao,get_user|get_user_profile,,get_user_profile,10,1,1,0,0,0,0,882,46,928,0.651,0,0,0.0,,2026-08-30T13:23:55
deepseek-v4-flash|10|full|native|a04|r2,deepseek-v4-flash,10,full,native,2,a04,ambiguous,exposicao,get_user|get_user_profile,,get_user_profile,10,1,1,0,0,0,0,882,46,928,0.5595,0,0,0.0,,2026-08-30T13:23:56
deepseek-v4-flash|10|full|native|a04|r3,deepseek-v4-flash,10,full,native,3,a04,ambiguous,exposicao,get_user|get_user_profile,,get_user,10,1,1,0,0,0,0,882,77,959,0.8852,0,0,0.0,,2026-08-30T13:23:56
deepseek-v4-flash|10|full|native|a04|r4,deepseek-v4-flash,10,full,native,4,a04,ambiguous,exposicao,get_user|get_user_profile,,get_user_profile,10,1,1,0,0,0,0,882,46,928,0.5362,0,0,0.0,,2026-08-30T13:23:57
deepseek-v4-flash|10|full|native|a04|r5,deepseek-v4-flash,10,full,native,5,a04,ambiguous,exposicao,get_user|get_user_profile,,get_user_profile,10,1,1,0,0,0,0,882,46,928,0.5577,0,0,0.0,,2026-08-30T13:23:58
deepseek-v4-flash|10|full|native|a05|r1,deepseek-v4-flash,10,full,native,1,a05,ambiguous,exposicao,mark_message_read|mark_conversation_read,,,10,1,0,0,0,0,0,939,37,976,0.5758,0,0,0.0,,2026-08-30T13:23:58
deepseek-v4-flash|10|full|native|a05|r2,deepseek-v4-flash,10,full,native,2,a05,ambiguous,exposicao,mark_message_read|mark_conversation_read,,,10,1,0,0,0,0,0,939,36,975,0.46,0,0,0.0,,2026-08-30T13:23:59
deepseek-v4-flash|10|full|native|a05|r3,deepseek-v4-flash,10,full,native,3,a05,ambiguous,exposicao,mark_message_read|mark_conversation_read,,,10,1,0,0,0,0,0,939,47,986,0.5647,0,0,0.0,,2026-08-30T13:23:59
deepseek-v4-flash|10|full|native|a05|r4,deepseek-v4-flash,10,full,native,4,a05,ambiguous,exposicao,mark_message_read|mark_conversation_read,,,10,1,0,0,0,0,0,939,41,980,0.4879,0,0,0.0,,2026-08-30T13:24:00
deepseek-v4-flash|10|full|native|a05|r5,deepseek-v4-flash,10,full,native,5,a05,ambiguous,exposicao,mark_message_read|mark_conversation_read,,,10,1,0,0,0,0,0,939,37,976,0.4625,0,0,0.0,,2026-08-30T13:24:00
deepseek-v4-flash|10|full|native|a06|r1,deepseek-v4-flash,10,full,native,1,a06,ambiguous,exposicao,mark_message_read|mark_conversation_read,,mark_conversation_read,10,1,1,0,0,0,0,919,64,983,0.846,0,0,0.0,,2026-08-30T13:24:01
deepseek-v4-flash|10|full|native|a06|r2,deepseek-v4-flash,10,full,native,2,a06,ambiguous,exposicao,mark_message_read|mark_conversation_read,,list_groups,10,1,0,0,0,0,0,919,29,948,0.3846,0,0,0.0,,2026-08-30T13:24:02
deepseek-v4-flash|10|full|native|a06|r3,deepseek-v4-flash,10,full,native,3,a06,ambiguous,exposicao,mark_message_read|mark_conversation_read,,mark_conversation_read,10,1,1,0,0,0,0,919,50,969,0.5737,0,0,0.0,,2026-08-30T13:24:02
deepseek-v4-flash|10|full|native|a06|r4,deepseek-v4-flash,10,full,native,4,a06,ambiguous,exposicao,mark_message_read|mark_conversation_read,,mark_conversation_read,10,1,1,0,0,0,0,919,50,969,0.5977,0,0,0.0,,2026-08-30T13:24:03
deepseek-v4-flash|10|full|native|a06|r5,deepseek-v4-flash,10,full,native,5,a06,ambiguous,exposicao,mark_message_read|mark_conversation_read,,mark_conversation_read,10,1,1,0,0,0,0,919,50,969,0.5807,0,0,0.0,,2026-08-30T13:24:03
deepseek-v4-flash|10|full|native|a07|r1,deepseek-v4-flash,10,full,native,1,a07,ambiguous,exposicao,block_user|mute_notifications,,mute_notifications,10,1,1,0,0,0,0,913,85,998,1.0421,0,0,0.0,,2026-08-30T13:24:04
deepseek-v4-flash|10|full|native|a07|r2,deepseek-v4-flash,10,full,native,2,a07,ambiguous,exposicao,block_user|mute_notifications,,mute_notifications,10,1,1,0,0,0,0,913,86,999,0.9605,0,0,0.0,,2026-08-30T13:24:05
deepseek-v4-flash|10|full|native|a07|r3,deepseek-v4-flash,10,full,native,3,a07,ambiguous,exposicao,block_user|mute_notifications,,mute_notifications,10,1,1,0,0,0,0,913,85,998,0.9602,0,0,0.0,,2026-08-30T13:24:06
deepseek-v4-flash|10|full|native|a07|r4,deepseek-v4-flash,10,full,native,4,a07,ambiguous,exposicao,block_user|mute_notifications,,mute_notifications,10,1,1,0,0,0,0,913,85,998,0.9336,0,0,0.0,,2026-08-30T13:24:07
deepseek-v4-flash|10|full|native|a07|r5,deepseek-v4-flash,10,full,native,5,a07,ambiguous,exposicao,block_user|mute_notifications,,block_user,10,1,1,0,0,0,0,913,47,960,0.5461,0,0,0.0,,2026-08-30T13:24:08
deepseek-v4-flash|10|full|native|a08|r1,deepseek-v4-flash,10,full,native,1,a08,ambiguous,exposicao,unblock_user|unmute_notifications,,unblock_user,10,1,1,0,0,0,0,864,48,912,0.6445,0,0,0.0,,2026-08-30T13:24:08
deepseek-v4-flash|10|full|native|a08|r2,deepseek-v4-flash,10,full,native,2,a08,ambiguous,exposicao,unblock_user|unmute_notifications,,unblock_user,10,1,1,0,0,0,0,864,48,912,0.558,0,0,0.0,,2026-08-30T13:24:09
deepseek-v4-flash|10|full|native|a08|r3,deepseek-v4-flash,10,full,native,3,a08,ambiguous,exposicao,unblock_user|unmute_notifications,,unblock_user,10,1,1,0,0,0,0,864,48,912,0.5744,0,0,0.0,,2026-08-30T13:24:09
deepseek-v4-flash|10|full|native|a08|r4,deepseek-v4-flash,10,full,native,4,a08,ambiguous,exposicao,unblock_user|unmute_notifications,,unblock_user,10,1,1,0,0,0,0,864,48,912,0.5788,0,0,0.0,,2026-08-30T13:24:10
